ODD L/Min entries	Count	Percentage	Percentage included	Map to
Other: Postivie Pressure	1	2.40835661210695E-07		
Other: 0.35 % Fio2 via trach collar	1	2.40835661210695E-07		
Other: Pt. back to procedure room from Panorex	1	2.40835661210695E-07		
Other: cooll mist	1	2.40835661210695E-07		
Other: HME with oxygen Port.	1	2.40835661210695E-07		
Other: N2O off 1123	1	2.40835661210695E-07		
Other: cool mistt	1	2.40835661210695E-07		
Other: neb treeatment	1	2.40835661210695E-07		
Other: O2/N2O D/c'd	1	2.40835661210695E-07		
Other: N2O	1	2.40835661210695E-07		
Other: encouraging deep breathing and cough	1	2.40835661210695E-07		
Other: PS SIMV, 17/5 40%	1	2.40835661210695E-07		
Other: now on ROOM air	1	2.40835661210695E-07		
Other: N2O started at 50%	1	2.40835661210695E-07		
Other: 60%	1	2.40835661210695E-07		
Other: a- bag	1	2.40835661210695E-07		
Other: Nonrebreather	1	2.40835661210695E-07		
Other: N2O off at 1204	1	2.40835661210695E-07		
Other: mist feels better breathing more comfortably	1	2.40835661210695E-07		
Other: double barrel (for humidification)	1	2.40835661210695E-07		
Other: nasal cannula + blowby for neb	1	2.40835661210695E-07		
Other: 4.0 uncuffed flex bivona	1	2.40835661210695E-07		
Other: off NC	1	2.40835661210695E-07		
Other: 40% via humidified O2	1	2.40835661210695E-07		
Other: 4.0 Shiley uncuffed trache	1	2.40835661210695E-07		
Other: HME with humidification 0% oxygen	1	2.40835661210695E-07		
Other: rescue breaths with ambu bag	1	2.40835661210695E-07		
Other: 10L simple mask. 3L nasal cannula	1	2.40835661210695E-07		
Other: Albuterol neb goining	1	2.40835661210695E-07		
Other: MRI Ventilator	1	2.40835661210695E-07		
Other: desaturations everal 5-7 minutes to low of 89 anesthesia consult by	1	2.40835661210695E-07		
Other: BP deferred for same	1	2.40835661210695E-07		
Other: Misted trach collar	1	2.40835661210695E-07		
Other: ided with Jillian and from MRI to MRI pacu	1	2.40835661210695E-07		
Other: recieving albuterol neb	1	2.40835661210695E-07		
Other: Nasal cannula with Heliox administration	1	2.40835661210695E-07		
Other: Humidified shovel mask	1	2.40835661210695E-07		
Other: 1L NC and blow-by	1	2.40835661210695E-07		
Other: bipap off because pt now awake	1	2.40835661210695E-07		
Other: hang bagging and jaw thrusting	1	2.40835661210695E-07		
Other: nebulizer (currently off BiPAP)	1	2.40835661210695E-07		
Other: oral airway, with nasal cannula	1	2.40835661210695E-07		
Other: switched from tent to simple mask	1	2.40835661210695E-07		
Other: bag mask via trach	1	2.40835661210695E-07		
Other: CONT. ALBUTEROL BY MASK	1	2.40835661210695E-07		
Other: 1. A-bag  BB	1	2.40835661210695E-07		
Other: nebulizer treatment.	1	2.40835661210695E-07		
Other: humidifed hovel mask	1	2.40835661210695E-07		
Other: Racemic Epi Neb	1	2.40835661210695E-07		
Other: Home Ivap machine.	1	2.40835661210695E-07		
Other: Home ivap machine	1	2.40835661210695E-07		
Other: nebulizer ,continuous	1	2.40835661210695E-07		
Other: cool misy	1	2.40835661210695E-07		
Other: aerosolized face mask	1	2.40835661210695E-07		
Other: Blow by mist only	1	2.40835661210695E-07		
Other: humidifed teach collar	1	2.40835661210695E-07		
Other: c/m on	1	2.40835661210695E-07		
Other: home vent settings. Id verified. mom at bedside	1	2.40835661210695E-07		
Other: Speaking Valve with Oxygen port	1	2.40835661210695E-07		
Other: Scoop  mask	1	2.40835661210695E-07		
Other: nebulizer running on 6L	1	2.40835661210695E-07		
Other: Portable O2 nebulizer setup for transport	1	2.40835661210695E-07		
Other: 6LPM	1	2.40835661210695E-07		
Other: connected to HME	1	2.40835661210695E-07		
Other: nasal cannula still on,  pt not confortable with continuous albuterol mask and doesn't keep it on	1	2.40835661210695E-07		
Other: humidied face tent	1	2.40835661210695E-07		
Other: neb initiated after order from anesthesia. pt also given and taught about inscentive spirometry	1	2.40835661210695E-07		
Other: cool mist  blow by	1	2.40835661210695E-07		
Other: 2L NC, 10 L simple mask	1	2.40835661210695E-07		
Other: trilogy 200	1	2.40835661210695E-07		
Other: humidified blowbyp	1	2.40835661210695E-07		
Other: Atrovent Nebulizer	1	2.40835661210695E-07		
Other: home ltv	1	2.40835661210695E-07		
Other: bag-mask ventilation	1	2.40835661210695E-07		
Other: on per fellow MD request for tachypnea	1	2.40835661210695E-07		
Other: via anesthesia bag attached to trach	1	2.40835661210695E-07		
Other: giving o2 via mapleson by anesthesia	1	2.40835661210695E-07		
Other: neb trx	1	2.40835661210695E-07		
Other: humidified o2 via trach per home routine	1	2.40835661210695E-07		
Other: Humidified nasal cannula	1	2.40835661210695E-07		
Other: humidified io2 to trach overnight baseline	1	2.40835661210695E-07		
Other: HME with 02	1	2.40835661210695E-07		
Other: ram cannula	1	2.40835661210695E-07		
Other: hand bag mask for apnea	1	2.40835661210695E-07		
Other: blow by via BVM	1	2.40835661210695E-07		
Other: 2 LNC and 15L non rebreather	1	2.40835661210695E-07		
Other: 2l NC and 15L non rebreather	1	2.40835661210695E-07		
Other: 2L NC and 15L non rebreather	1	2.40835661210695E-07		
Other: Off NCPAP	1	2.40835661210695E-07		
Other: NC via oral airway with better effect.	1	2.40835661210695E-07		
Other: simple mask being used as trach mask	1	2.40835661210695E-07		
Other: Jackson-reese via trach	1	2.40835661210695E-07		
Other: Non rebreather and 6 L NC	1	2.40835661210695E-07		
Other: BAG/MASK bipap held	1	2.40835661210695E-07		
Other: nc w/oximizer	1	2.40835661210695E-07		
Other: Other: oximyzer	1	2.40835661210695E-07		
Other: SFM	1	2.40835661210695E-07		
Other: 50% MASK	1	2.40835661210695E-07		
Other: neb rx	1	2.40835661210695E-07		
Other: 200cc	1	2.40835661210695E-07		
Blow-By, Other: facemask	1	2.40835661210695E-07		
Other: 30% Facemask	1	2.40835661210695E-07		
Other: Assisted	1	2.40835661210695E-07		
Other: Cont. alb.	1	2.40835661210695E-07		
Other: face mask 28 %	1	2.40835661210695E-07		
Other: trach mask-28%	1	2.40835661210695E-07		
Other: 100 % with facemask	1	2.40835661210695E-07		
Other: .75l	1	2.40835661210695E-07		
Other: Epi neb	1	2.40835661210695E-07		
Other: Neb with NS	1	2.40835661210695E-07		
Other: Blow-by with face tent next to head	1	2.40835661210695E-07		
Other: BB 50%	1	2.40835661210695E-07		
Other: continious nebs	1	2.40835661210695E-07		
Other: 40% oxygen hood	1	2.40835661210695E-07		
Other: 55% oxygen via trach mask	1	2.40835661210695E-07		
Other: trach 50% humidified o2	1	2.40835661210695E-07		
Other: blender; cont. albuterol	1	2.40835661210695E-07		
Other: Racemic epinephrine	1	2.40835661210695E-07		
Other: neb immediately started	1	2.40835661210695E-07		
Other: humidified ox at 100%	1	2.40835661210695E-07		
Other: 12 L 100% O2 blow by	1	2.40835661210695E-07		
Other: cont.neb.	1	2.40835661210695E-07		
Other: cone blow-by	1	2.40835661210695E-07		
Other: repositioned sat up	1	2.40835661210695E-07		
Other: ambu w/ O2	1	2.40835661210695E-07		
Other: bag mask valve	1	2.40835661210695E-07		
Other: 28%mist tent	1	2.40835661210695E-07		
Other: vent mask	1	2.40835661210695E-07		
Other: 15L 100% O2 blow by	1	2.40835661210695E-07		
Other: nebulized treatemnt	1	2.40835661210695E-07		
Other: Humidified O2 mist cube	1	2.40835661210695E-07		
Other: humidified RA mist cube	1	2.40835661210695E-07		
Other: oxygen tent at 75%	1	2.40835661210695E-07		
Other: first albuterol neb up	1	2.40835661210695E-07		
Other: NS Neb	1	2.40835661210695E-07		
Other: Cont Albuterol Neb 20mg/hr	1	2.40835661210695E-07		
Other: 40%BBo2	1	2.40835661210695E-07		
Other: 40% BBo2	1	2.40835661210695E-07		
Other: 1/8ll	1	2.40835661210695E-07		
Other: Nasal Canula and Mask at 70%	1	2.40835661210695E-07		
Other: Nasal Canula with double barrell O2 mask	1	2.40835661210695E-07		
Other: venturi mask with 100%blow by	1	2.40835661210695E-07		
Other: hand bag/mask	1	2.40835661210695E-07		
Other: Bagging	1	2.40835661210695E-07		
Other: double barrel cool mist	1	2.40835661210695E-07		
Other: Hand bag	1	2.40835661210695E-07		
Other: trrach	1	2.40835661210695E-07		
Other: pt. receiving neb.	1	2.40835661210695E-07		
Other: facial cpap x;10 min	1	2.40835661210695E-07		
Other: 35% face amsk	1	2.40835661210695E-07		
Other: also a 50% single barrell	1	2.40835661210695E-07		
Other: 28% Trach Collar	1	2.40835661210695E-07		
Other: Albuterol/Pulmacort Nebulizer	1	2.40835661210695E-07		
Other: cont neb by trach collar	1	2.40835661210695E-07		
Other: cont. alb neb.	1	2.40835661210695E-07		
Other: MIST BLOW BY	1	2.40835661210695E-07		
Other: Con Alb	1	2.40835661210695E-07		
Other: aerosol neb mask	1	2.40835661210695E-07		
Other: scoop mask.	1	2.40835661210695E-07		
Other: High-flow nasal cannula	1	2.40835661210695E-07		
Other: Positive pressure via anesthesia mask	1	2.40835661210695E-07		
Other: bb and NC	1	2.40835661210695E-07		
Other: albuterol neb up	1	2.40835661210695E-07		
Other: Cont. alb my mask	1	2.40835661210695E-07		
Other: 1/8 l NC	1	2.40835661210695E-07		
Other: nebulizer with albuterol PRN, @ 8 Lpm	1	2.40835661210695E-07		
Other: humidified 100% blow by	1	2.40835661210695E-07		
Other: BB40%	1	2.40835661210695E-07		
Other: albuterol neb.	1	2.40835661210695E-07		
Other: Albuterol Cont	1	2.40835661210695E-07		
Other: cont. Alb. Neb mask	1	2.40835661210695E-07		
Other: albuerol meb	1	2.40835661210695E-07		
Other: 100 %	1	2.40835661210695E-07		
Other: ambued by anesthesia	1	2.40835661210695E-07		
Other: ambu/facemask	1	2.40835661210695E-07		
Other: tracheotomy	1	2.40835661210695E-07		
Other: nebulizer nask	1	2.40835661210695E-07		
Other: ventiator	1	2.40835661210695E-07		
Other: First attempt to space	1	2.40835661210695E-07		
Other: via nebulizer with 3cc saline	1	2.40835661210695E-07		
Other: AMBU	1	2.40835661210695E-07		
Other: 100 % face mask	1	2.40835661210695E-07		
Other: 2 hour home BiPAP trial (IPAP 9, EPAP5, RATE 16, ROOM AIR)	1	2.40835661210695E-07		
Other: vent neb	1	2.40835661210695E-07		
Other: mask with oxygen   by attending	1	2.40835661210695E-07		
Other: alt w/ assisted breathing  w/ bag mask	1	2.40835661210695E-07		
Other: ambu, via ET tube	1	2.40835661210695E-07		
Other: simple mask with oral airway on arrival to PACU.	1	2.40835661210695E-07		
Other: humdified o2	1	2.40835661210695E-07		
Other: 40%cool mist via mask	1	2.40835661210695E-07		
Other: Blowby applied. O2 DeSat improved with intervention, DeSat <30 seconds.	1	2.40835661210695E-07		
Other: trach mask with protable oxygen	1	2.40835661210695E-07		
Other: O2 with ambu	1	2.40835661210695E-07		
Other: md bagging	1	2.40835661210695E-07		
Other: Attempting to apply continuous blowby when patient not pushing it away and getting more aggitaed, restraintly him to keep O2 in place due to desats. and intermittent apnea.	1	2.40835661210695E-07		
Other: Continous Albuterol Setup	1	2.40835661210695E-07		
Other: aerosol mask.	1	2.40835661210695E-07		
Other: ventilator, settings per mother and outside facility RN	1	2.40835661210695E-07		
Other: unable to obtain BP-pt uncooperative	1	2.40835661210695E-07		
Other: oxygen30% cube	1	2.40835661210695E-07		
Other: SHOVEL	1	2.40835661210695E-07		
Other: 5liters	1	2.40835661210695E-07		
Other: asleep, anesthesia pain team to see pt. anesthesia eval for sign out	1	2.40835661210695E-07		
Other: fio2 weaned	1	2.40835661210695E-07		
Other: humdified mist	1	2.40835661210695E-07		
Other: face mask with humidified 02	1	2.40835661210695E-07		
Other: mini me	1	2.40835661210695E-07		
Other: !00% Humidified O2 scoop	1	2.40835661210695E-07		
Other: Cont. neb changed	1	2.40835661210695E-07		
Other: ouble barrel	1	2.40835661210695E-07		
Other: ambu bag./cpap	1	2.40835661210695E-07		
Other: misty mask for nausea	1	2.40835661210695E-07		
Other: intubated with 4.0 cuffed ett	1	2.40835661210695E-07		
Other: bag /mask	1	2.40835661210695E-07		
Other: cool mist added for comfort	1	2.40835661210695E-07		
Other: COOL MIST	1	2.40835661210695E-07		
Other: Blow by reapplied	1	2.40835661210695E-07		
Other: recheck b/p	1	2.40835661210695E-07		
Other: ventilator room air	1	2.40835661210695E-07		
Other: PMV with 02 support	1	2.40835661210695E-07		
Other: white HME during feeding and hlding 1 hour.	1	2.40835661210695E-07		
Other: ambu mask held to face by sitter and father ICU AWARE on ICU round.	1	2.40835661210695E-07		
Other: Changed to RA with sats  down to  94 within 30secs and simple face mask replaced	1	2.40835661210695E-07		
Other: Passy Muir Valve with 2 L/M O2.	1	2.40835661210695E-07		
Other: Hme	1	2.40835661210695E-07		
Other: fsce tent	1	2.40835661210695E-07		
Other: face tent - cool mist	1	2.40835661210695E-07		
Other: trach HSE	1	2.40835661210695E-07		
Other: artificial nose w/ oxygen port	1	2.40835661210695E-07		
Other: shovel mask/scoop mask 70 percent	1	2.40835661210695E-07		
Other: Continuous neb Heliox Mix	1	2.40835661210695E-07		
Other: C Neb	1	2.40835661210695E-07		
Other: albuterol neb 0.31mg	1	2.40835661210695E-07		
Other: On home BIPAP for 2 hours	1	2.40835661210695E-07		
Other: bloody nose, cool mist applied	1	2.40835661210695E-07		
Other: bag mask CM here RT here. meds for intubation drawn up pge ordered.	1	2.40835661210695E-07		
Other: hypertonic neb	1	2.40835661210695E-07		
Other: double barrel applied	1	2.40835661210695E-07		
Other: recemicepi	1	2.40835661210695E-07		
Other: 100% blow by	1	2.40835661210695E-07		
Other: 4L n/c with blow-by O2	1	2.40835661210695E-07		
Other: Mist 40%	1	2.40835661210695E-07		
Other: AMBU bag	1	2.40835661210695E-07		
Other: Racaemic epi	1	2.40835661210695E-07		
Other: atrovent neb up at this time	1	2.40835661210695E-07		
Other: hiflo	1	2.40835661210695E-07		
Other: NASAL CANNULA WITH PRONGS CUT OFF	1	2.40835661210695E-07		
Other: Trach Collar with Double barrel.	1	2.40835661210695E-07		
Other: sat RA=97  O2 2l nasal cannula applied;	1	2.40835661210695E-07		
Other: Speaking valve with O2 port.	1	2.40835661210695E-07		
Other: intubated bagged	1	2.40835661210695E-07		
Other: humidified trach collar.	1	2.40835661210695E-07		
Other: 40% humidified trach collar.	1	2.40835661210695E-07		
Other: OFF	1	2.40835661210695E-07		
Other: humidified blow by applied	1	2.40835661210695E-07		
Other: bb trach collar	1	2.40835661210695E-07		
Other: .6@8;30	1	2.40835661210695E-07		
Other: Heme with oxygen	1	2.40835661210695E-07		
Other: speaking valve with 02 bled in, no reaction to ivig thus far	1	2.40835661210695E-07		
Other: speaking valve.	1	2.40835661210695E-07		
Other: nasal cannula and blow by also started	1	2.40835661210695E-07		
Other: shiley speaking val with oxygen port	1	2.40835661210695E-07		
Other: huidified O2	1	2.40835661210695E-07		
Other: ns neb	1	2.40835661210695E-07		
Other: humidfied oxygen 28% by blow by	1	2.40835661210695E-07		
Other: via humidified scoop	1	2.40835661210695E-07		
Other: aero neb mask	1	2.40835661210695E-07		
Other: aerosol mask/continuous albuterol	1	2.40835661210695E-07		
Other: racemic epinephrine neb	1	2.40835661210695E-07		
Other: nubulizer	1	2.40835661210695E-07		
Other: Partial rebreather	1	2.40835661210695E-07		
Other: high flow via	1	2.40835661210695E-07		
Other: heliox at 40% o2 /60 %	1	2.40835661210695E-07		
Other: Humidified mask, 30% 02	1	2.40835661210695E-07		
Other: Nebulizer mask in place	1	2.40835661210695E-07		
Other: 3liters of oxygen via nasal canula	1	2.40835661210695E-07		
Other: bagging through ETT	1	2.40835661210695E-07		
Other: aerosolized 02 via FM	1	2.40835661210695E-07		
Other: saline neb-	1	2.40835661210695E-07		
Other: face tent 40 percent	1	2.40835661210695E-07		
Other: anesthesia bag/mask to face w/ jaw thrust	1	2.40835661210695E-07		
Other: ventilator-ETT	1	2.40835661210695E-07		
Other: neb mask with NS	1	2.40835661210695E-07		
Other: passey-muir valve	1	2.40835661210695E-07		
Other: double barrewll	1	2.40835661210695E-07		
Other: Copntinuous Albuterol	1	2.40835661210695E-07		
Other: continuous abluterol nebs	1	2.40835661210695E-07		
Other: nc still in place	1	2.40835661210695E-07		
Other: 0.5 albuterol neb	1	2.40835661210695E-07		
Other: 40%mist mask	1	2.40835661210695E-07		
Other: 40% mask	1	2.40835661210695E-07		
Other: unineb treatment	1	2.40835661210695E-07		
Other: with combi neb.	1	2.40835661210695E-07		
Other: speaK valve with O2 port	1	2.40835661210695E-07		
Other: Nebulizer mask.	1	2.40835661210695E-07		
Other: Ventilator- cpap NC	1	2.40835661210695E-07		
Other: 1/8 th L O2 via NC	1	2.40835661210695E-07		
Other: mannual bagging	1	2.40835661210695E-07		
Other: nc 4 l/m	1	2.40835661210695E-07		
Other: Blow by  with scoop mask	1	2.40835661210695E-07		
Other: SIMV (pressure support with back-up oressure control) so she initiates own breath	1	2.40835661210695E-07		
Other: blow by/misty	1	2.40835661210695E-07		
Other: in mouth	1	2.40835661210695E-07		
Other: Blow-by mask at bedside, pt on RA	1	2.40835661210695E-07		
Other: mask with trach	1	2.40835661210695E-07		
Other: humidified oxygen via face tent	1	2.40835661210695E-07		
Other: blow by via aerosol mask	1	2.40835661210695E-07		
Other: Blow by O2 also from the OR	1	2.40835661210695E-07		
Other: Nebulizer with Racemic Epinephrine	1	2.40835661210695E-07		
Other: humidifed air	1	2.40835661210695E-07		
Other: end itdal	1	2.40835661210695E-07		
Other: humidifed shoevel mask	1	2.40835661210695E-07		
Other: Albuterol neb ongoing	1	2.40835661210695E-07		
Other: N2O - 50%	1	2.40835661210695E-07		
Other: humidified o2 through trach collar	1	2.40835661210695E-07		
Other: simply mask over trach	1	2.40835661210695E-07		
Other: oxygen delivered by bag mask	1	2.40835661210695E-07		
Other: OOB walking	1	2.40835661210695E-07		
Other: a bag and mask to face	1	2.40835661210695E-07		
Other: ORAL AIR WAY	1	2.40835661210695E-07		
Other: blow by to trach collar	1	2.40835661210695E-07		
Other: Desated to 86 on R/A	1	2.40835661210695E-07		
Other: room air aerosol	1	2.40835661210695E-07		
Other: speaking valve w/oxygen port	1	2.40835661210695E-07		
Other: combi neb 2	1	2.40835661210695E-07		
Other: HME/trach	1	2.40835661210695E-07		
Other: over trach	1	2.40835661210695E-07		
Other: ga.	1	2.40835661210695E-07		
Other: intermittent blowby	1	2.40835661210695E-07		
Other: NC and 100% simple face mask	1	2.40835661210695E-07		
Other: Aerosol trach mask	1	2.40835661210695E-07		
Other: 3/8 L via NC	1	2.40835661210695E-07		
Other: humidifed room air via trach collar	1	2.40835661210695E-07		
Other: humidified oxygen/cool mist maintained since pacu admit	1	2.40835661210695E-07		
Other: manual bagging by RT	1	2.40835661210695E-07		
Other: HME with oxygen  port	1	2.40835661210695E-07		
Other: Nebilizer	1	2.40835661210695E-07		
Other: airway out	1	2.40835661210695E-07		
Other: Oxygen and mitrous off for MD to visualize better.	1	2.40835661210695E-07		
Other: humidified mask @ 30%	1	2.40835661210695E-07		
Other: ambu bag to face	1	2.40835661210695E-07		
Other: speaking valve placed	1	2.40835661210695E-07		
Other: speaking valve in place	1	2.40835661210695E-07		
Other: O2 off briefly for cautery	1	2.40835661210695E-07		
Other: 11 L with continuous albuterol	1	2.40835661210695E-07		
Other: albuterol neb and nasal cannula 4L	1	2.40835661210695E-07		
Other: arosol mask	1	2.40835661210695E-07		
Other: face mask, nasal trumpet, chin lift	1	2.40835661210695E-07		
Other: nasal trumpet on RA	1	2.40835661210695E-07		
Other: humdified scooop	1	2.40835661210695E-07		
Other: shovel mask with mist	1	2.40835661210695E-07		
Other: HME with 2L oxygen piggybacked in	1	2.40835661210695E-07		
Other: shovel mask at 40%	1	2.40835661210695E-07		
Other: Neb treatment by mom	1	2.40835661210695E-07		
Other: pt dozed off for a short period whence sats noted to be 93% on room air. Pt awoke and sats up again to high 90s	1	2.40835661210695E-07		
Other: artificial nose with O2 port	1	2.40835661210695E-07		
Other: He/O2	1	2.40835661210695E-07		
Other: aerosol maske with alb neb	1	2.40835661210695E-07		
Other: humdiified oxygen	1	2.40835661210695E-07		
Other: continuious Albuterol	1	2.40835661210695E-07		
Other: 10 liters	1	2.40835661210695E-07		
Other: back from OR	1	2.40835661210695E-07		
Other: On breathing treatment nebulizer	1	2.40835661210695E-07		
Other: RA trial. D'C CPAP6	1	2.40835661210695E-07		
Other: 40%aerosol	1	2.40835661210695E-07		
Other: pt off nasal cannula for o2, only on room air per Katrina RN at 11am	1	2.40835661210695E-07		
Other: humidified saline to trach	1	2.40835661210695E-07		
Other: face tent double barrel	1	2.40835661210695E-07		
Other: uni currenlty going	1	2.40835661210695E-07		
Other: Humidifed O2 mask over trach	1	2.40835661210695E-07		
Other: hand bagging by anethesia	1	2.40835661210695E-07		
Other: humidified oxgen via shovel mask	1	2.40835661210695E-07		
Other: humidity blow by	1	2.40835661210695E-07		
Other: mask with humidificaion	1	2.40835661210695E-07		
Other: 1L O2 via NC	1	2.40835661210695E-07		
Other: continuous neb of xopenex	1	2.40835661210695E-07		
Other: humidifier o2	1	2.40835661210695E-07		
Other: repeat b/p	1	2.40835661210695E-07		
Other: aerasol masj	1	2.40835661210695E-07		
Other: humidified RA via trach collar	1	2.40835661210695E-07		
Other: heliox 70:30	1	2.40835661210695E-07		
Other: MRI ventilation	1	2.40835661210695E-07		
Other: hand bagged and facial CPAP	1	2.40835661210695E-07		
Other: received some of an albuterol neb between bagging	1	2.40835661210695E-07		
Other: wretching with reflux	1	2.40835661210695E-07		
Other: NC and neb	1	2.40835661210695E-07		
Other: Hande-Bag	1	2.40835661210695E-07		
Other: MD Lebel at bs. OK to PO. Hold on 02. SXS resolving.	1	2.40835661210695E-07		
Other: Hand bag Bask, patient had emesis	1	2.40835661210695E-07		
Other: Positive pressure with bag mask	1	2.40835661210695E-07		
Other: nc and nonrebreather	1	2.40835661210695E-07		
Other: Low- flow nasal cannula	1	2.40835661210695E-07		
Other: NEBULIZER TRETMENT	1	2.40835661210695E-07		
Other: fishy mask  with saline	1	2.40835661210695E-07		
Other: double barrel  blowby 100% oxygen	1	2.40835661210695E-07		
Other: nasal cannula/simpled mask	1	2.40835661210695E-07		
Other: simple mask as blow by	1	2.40835661210695E-07		
Other: neb aerosol mask	1	2.40835661210695E-07		
Other: bag mask 15L	1	2.40835661210695E-07		
Other: nasal cannula via mouth per attending MD Hillier	1	2.40835661210695E-07		
Other: hospital vent.	1	2.40835661210695E-07		
Other: mapleson and suctioning suctioning	1	2.40835661210695E-07		
Other: Mist oxygen 40%	1	2.40835661210695E-07		
Other: simple mask with neb, pt wheezing on left side upon arrival	1	2.40835661210695E-07		
Other: nitrous with mask	1	2.40835661210695E-07		
Other: 2 LNC and non rebreather 15L	1	2.40835661210695E-07		
Other: A bag CPAP	1	2.40835661210695E-07		
Other: NC in mouth per Dr. Dearden d/t mouth breathing.	1	2.40835661210695E-07		
Other: neb being adminsitered	1	2.40835661210695E-07		
Other: mapleson bag mask ventilation	1	2.40835661210695E-07		
Other: tach collaar via stoma	1	2.40835661210695E-07		
Other: Ra	1	2.40835661210695E-07		
Other: SFM @ 2L	1	2.40835661210695E-07		
Artificial nose with oxygen port, Other: RA	1	2.40835661210695E-07		
Other: 50 cc oxygen	1	2.40835661210695E-07		
Other: trach collar mist 40%	1	2.40835661210695E-07		
Other: shovel mask- blow by	1	2.40835661210695E-07		
Other: trach collar mist 40 %	1	2.40835661210695E-07		
Other: rOOM AIR	1	2.40835661210695E-07		
Other: blow by placed back @ face	1	2.40835661210695E-07		
Other: BB to trach	1	2.40835661210695E-07		
Other: 50% mask	1	2.40835661210695E-07		
Other: placed pt on 30% BB per mask, sat inc to 96%	1	2.40835661210695E-07		
Other: Nitrous mask	1	2.40835661210695E-07		
Other: 30% aerosol mask	1	2.40835661210695E-07		
Other: mask and neb	1	2.40835661210695E-07		
Other: BBO2 increased to 70%	1	2.40835661210695E-07		
Other: bag maskventaltion	1	2.40835661210695E-07		
Other: 100% 02	1	2.40835661210695E-07		
Other: 35% face mask, asleep	1	2.40835661210695E-07		
Other: 28 % face mask	1	2.40835661210695E-07		
Other: O2 cube with BB02	1	2.40835661210695E-07		
Other: trach with trach collar	1	2.40835661210695E-07		
Other: 28% Mist Cube	1	2.40835661210695E-07		
Other: trache mist mask	1	2.40835661210695E-07		
Other: ned treatment	1	2.40835661210695E-07		
Other: trach collar mist humidified	1	2.40835661210695E-07		
Other: humidifed O2 via simple mask at 100% O2.	1	2.40835661210695E-07		
Other: with v=neb	1	2.40835661210695E-07		
Other: humidified O2, 10 L at 100% oxygen via trach simple mask	1	2.40835661210695E-07		
Artificial nose with oxygen port, Other: none	1	2.40835661210695E-07		
Other: double barrel o2 face mask at 30%	1	2.40835661210695E-07		
Other: intubated/bagged	1	2.40835661210695E-07		
Other: neb RX	1	2.40835661210695E-07		
Other: coolist	1	2.40835661210695E-07		
Other: 10L 100% humidified O2 blow by	1	2.40835661210695E-07		
Other: blow by 28%	1	2.40835661210695E-07		
Other: albuterol neb, via mask	1	2.40835661210695E-07		
Other: 40% face mmask	1	2.40835661210695E-07		
Other: FiO2 50% via fm	1	2.40835661210695E-07		
Other: 28% mist tent	1	2.40835661210695E-07		
Other: Shift test	1	2.40835661210695E-07		
Other: Sa	1	2.40835661210695E-07		
Other: oygen cube	1	2.40835661210695E-07		
Other: DB O2 SYSTEM	1	2.40835661210695E-07		
Other: 15L/minute at 50% humidified O2	1	2.40835661210695E-07		
Other: NC + 80%BBo2	1	2.40835661210695E-07		
Other: 1/4 liter humidified NC O2	1	2.40835661210695E-07		
Other: humidified O2 to trach	1	2.40835661210695E-07		
Other: trach mask saline mist.	1	2.40835661210695E-07		
Other: NC 2L/min	1	2.40835661210695E-07		
Other: blow by O2	1	2.40835661210695E-07		
Other: NC and facemask at 100 %	1	2.40835661210695E-07		
Other: Continuous nebulizers	1	2.40835661210695E-07		
Other: continous alb mask	1	2.40835661210695E-07		
Other: oxygen turned from .75 to off, testing at room air	1	2.40835661210695E-07		
Other: humidified air not bbo2	1	2.40835661210695E-07		
Other: LMA placed	1	2.40835661210695E-07		
Other: PS	1	2.40835661210695E-07		
103	1	2.40835661210695E-07		
Other: nasal cannula at 1 liter	1	2.40835661210695E-07		
Other: 35% FM	1	2.40835661210695E-07		
off bipap for half hour	1	2.40835661210695E-07		
Other: Cont. alb. neb	1	2.40835661210695E-07		
Other: NITRIC oxide study	1	2.40835661210695E-07		
Other: continuous neb/oxygen by mask	1	2.40835661210695E-07		
Other: nitric oxide wtih 1L O2	1	2.40835661210695E-07		
Other: Humidified air trach collar	1	2.40835661210695E-07		
Other: track collar	1	2.40835661210695E-07		
Other: cool mistr	1	2.40835661210695E-07		
Other: con.neb	1	2.40835661210695E-07		
Other: Blow bY restarted	1	2.40835661210695E-07		
Other: oxygen applied as needed	1	2.40835661210695E-07		
Other: cont albuteral by mask	1	2.40835661210695E-07		
Other: 100 ccs	1	2.40835661210695E-07		
Other: cont albuterlol via mask	1	2.40835661210695E-07		
Assumed care of Pt.  Pt 's airway out sats remain mid 90's with BBo2.	1	2.40835661210695E-07		
Other: Scoop,humidified O2	1	2.40835661210695E-07		
Other: con alb	1	2.40835661210695E-07		
Other: BBO2 away from pt's face	1	2.40835661210695E-07		
Other: nebulizer--awaiting continuous albuterol	1	2.40835661210695E-07		
Other: BB 40 %	1	2.40835661210695E-07		
Other: scoop face mask O2	1	2.40835661210695E-07		
Other: humidified O@ scoop	1	2.40835661210695E-07		
Other: combivent nebulizer initiated by EMS	1	2.40835661210695E-07		
Other: nasal cannula plus double barrel face BB02	1	2.40835661210695E-07		
Other: Cannula removed & SpO2 remained 95%	1	2.40835661210695E-07		
Other: Nebs.	1	2.40835661210695E-07		
Other: Delivery via trach.	1	2.40835661210695E-07		
Other: trach mask set up to room air with 7 L O2 bled in	1	2.40835661210695E-07		
Other: PSV 10/5	1	2.40835661210695E-07		
