ODD FiO2 entries	Count	Percentage	Percentage included	Map to
Other: HME and Shiley Speaking valve with 1/4L O2	1	1.61545068731773E-07		
Other: he;iox	1	1.61545068731773E-07		
Other: 5 l NC	1	1.61545068731773E-07		
Other: nasal cannula, 2 L	1	1.61545068731773E-07		
Other: HME plus O2	1	1.61545068731773E-07		
Other: Abag with CPAP pressure	1	1.61545068731773E-07		
Other: doubel barrel face tent	1	1.61545068731773E-07		
Other: blow by, albuterol neb	1	1.61545068731773E-07		
Other: nasal Canula	1	1.61545068731773E-07		
Other: cont neb-	1	1.61545068731773E-07		
Other: Bipap with cont albuterol	1	1.61545068731773E-07		
Other: albuterol neb being administered	1	1.61545068731773E-07		
Other: cont neb with heliox	1	1.61545068731773E-07		
Other: Mask at 7L	1	1.61545068731773E-07		
Other: continiuous albuterol and heliox	1	1.61545068731773E-07		
Other: 50 percent shovel mask	1	1.61545068731773E-07		
Other: nasal canula\	1	1.61545068731773E-07		
Other: nasal cannula  2 LPM	1	1.61545068731773E-07		
Other: neb treatment in progress (5LPM)	1	1.61545068731773E-07		
Other: manually bagged with 100% oxygen	1	1.61545068731773E-07		
Other: manually bagged	1	1.61545068731773E-07		
Other: ini neb in progress	1	1.61545068731773E-07		
Other: Nasal canuula	1	1.61545068731773E-07		
Other: ventimask with vents taped  9 liters to mask	1	1.61545068731773E-07		
Other: heliox continuos	1	1.61545068731773E-07		
Other: albuteral nebulizer	1	1.61545068731773E-07		
Other: Nasal canula 1L, 100% FiO2	1	1.61545068731773E-07		
Other: ambu mask at face	1	1.61545068731773E-07		
Other: Home Trilogy Ventilator	1	1.61545068731773E-07		
Other: nasal cannula with blow by via mask	1	1.61545068731773E-07		
Other: Other: Humidified O2 40% blowby	1	1.61545068731773E-07		
Other: Humidified O2 40% blowby.	1	1.61545068731773E-07		
Other: TC- RA cool mist	1	1.61545068731773E-07		
Other: NIV/PC	1	1.61545068731773E-07		
Other: Humidified blow by O2	1	1.61545068731773E-07		
Other: humidified O2  via blow by	1	1.61545068731773E-07		
Other: face madk	1	1.61545068731773E-07		
Other: speakingvalve	1	1.61545068731773E-07		
Other: humidified )2 via blowby	1	1.61545068731773E-07		
Other: n. cannula	1	1.61545068731773E-07		
Other: neulizer	1	1.61545068731773E-07		
Other: cont alb via trach collar	1	1.61545068731773E-07		
Other: Positve pressure with intermittent blow-by  to maintain sats by RT, pt vomiting	1	1.61545068731773E-07		
Other: 100%non-re breather	1	1.61545068731773E-07		
Other: continuous/heliox	1	1.61545068731773E-07		
Other: Nebulizer being given	1	1.61545068731773E-07		
Other: humidified shovel mask blow by	1	1.61545068731773E-07		
Other: Continous Blow By	1	1.61545068731773E-07		
Other: positive  pressure by MD	1	1.61545068731773E-07		
Other: off for cough assist	1	1.61545068731773E-07		
Other: Pari mask neb	1	1.61545068731773E-07		
Other: Hand-Bag nasal tube	1	1.61545068731773E-07		
Other: humidified mist via trach collar	1	1.61545068731773E-07		
Other: heliox+albuterol	1	1.61545068731773E-07		
Other: heliox via simple mask HFNC	1	1.61545068731773E-07		
Other: HME connected to trach	1	1.61545068731773E-07		
Other: 2 L/mn	1	1.61545068731773E-07		
Other: Nasal bi-pap	1	1.61545068731773E-07		
Other: low flow nasal canula 1 liter	1	1.61545068731773E-07		
Other: hme w 3 L	1	1.61545068731773E-07		
Other: Speaking valve with 3L O2	1	1.61545068731773E-07		
Other: sats 92-95% room air once awake after sedation; sitting up with assistance; happy; smiling ; playful	1	1.61545068731773E-07		
Other: Occassional blow-by provided	1	1.61545068731773E-07		
Other: infant getting restless, turned head, sct and resettled.	1	1.61545068731773E-07		
Other: room air cool mist	1	1.61545068731773E-07		
Other: Blow by in place, followed by nebulizer	1	1.61545068731773E-07		
Other: positive pressure via A-bag	1	1.61545068731773E-07		
Other: simple mask/emergency mask	1	1.61545068731773E-07		
Other: blow-by around face as mask	1	1.61545068731773E-07		
Other: Periodically on blowby. MDs aware of dsats to low 80s, self recovers.	1	1.61545068731773E-07		
Other: 1.5 L via nasal cannula	1	1.61545068731773E-07		
Other: humidified oxygen 40 percent	1	1.61545068731773E-07		
Other: Heliox/cont alb	1	1.61545068731773E-07		
Other: N.C. 1 liter	1	1.61545068731773E-07		
Other: Other: 1.5 L NC per baseline + face tent 40%	1	1.61545068731773E-07		
Other: Other: Other: 1.5 L NC per baseline +  face tent 40%	1	1.61545068731773E-07		
Other: Other: mouth piece with bipap	1	1.61545068731773E-07		
Other: carried no O2	1	1.61545068731773E-07		
Other: ambu bag w/ 10L	1	1.61545068731773E-07		
Other: Nasal canula with non rebreather	1	1.61545068731773E-07		
Other: double barrell mask	1	1.61545068731773E-07		
Other: Infant nasal cannula	1	1.61545068731773E-07		
Other: HME w/vent and 02	1	1.61545068731773E-07		
Other: Passy- Muir valve	1	1.61545068731773E-07		
Other: nasa lhood	1	1.61545068731773E-07		
Other: HFOV-B	1	1.61545068731773E-07		
Other: HFOV-A	1	1.61545068731773E-07		
Other: OFF BiPAP at 0600 after CPT	1	1.61545068731773E-07		
Other: simple fask mask	1	1.61545068731773E-07		
Other: 3rd back to back up	1	1.61545068731773E-07		
Other: nsasal canula	1	1.61545068731773E-07		
Other: placed on A bag, no breaths no peep, observe for breath	1	1.61545068731773E-07		
Other: humidified Face mask	1	1.61545068731773E-07		
Other: Nitric nasal cannula	1	1.61545068731773E-07		
Other: humidivent w/0.5L O2	1	1.61545068731773E-07		
Other: hme with o2.	1	1.61545068731773E-07		
Other: double barrel trach colllar	1	1.61545068731773E-07		
Other: weaned to 40 %	1	1.61545068731773E-07		
Other: 35% humidified facemask	1	1.61545068731773E-07		
Other: hand bag trach	1	1.61545068731773E-07		
Other: nasal canilla	1	1.61545068731773E-07		
Other: epi neb	1	1.61545068731773E-07		
Other: oxymizer	1	1.61545068731773E-07		
Other: Simple face mask.	1	1.61545068731773E-07		
Other: NRB Blowby	1	1.61545068731773E-07		
Other: Nom rebreather	1	1.61545068731773E-07		
Other: nasal cnnula	1	1.61545068731773E-07		
Other: bvm blowby at 100%, had been couging and turned dusky, quick recovery, o2 increased briefly to 2 liter and weaned back down to 1	1	1.61545068731773E-07		
Other: oscillator.	1	1.61545068731773E-07		
Other: JME	1	1.61545068731773E-07		
Other: ambu bag on face	1	1.61545068731773E-07		
Other: Bipap with cont alb	1	1.61545068731773E-07		
Other: desating, hand ventiliating, MD Hames at bedside	1	1.61545068731773E-07		
Other: .5L nasal cannula	1	1.61545068731773E-07		
Other: face mask with oral airway	1	1.61545068731773E-07		
Other: abag in front of face	1	1.61545068731773E-07		
Other: continuous albuterol by mask	1	1.61545068731773E-07		
Other: speaking piece in place	1	1.61545068731773E-07		
Other: nep in progress	1	1.61545068731773E-07		
Other: simple face mask at 15L	1	1.61545068731773E-07		
Other: Simple Mask At 15L	1	1.61545068731773E-07		
Other: humified blowby	1	1.61545068731773E-07		
Other: Humidified O2 blwby	1	1.61545068731773E-07		
Other: 2 Liter N.C.	1	1.61545068731773E-07		
Other: humidfiied blow by O2	1	1.61545068731773E-07		
Other: posie pressure, bag mask  at 10 l flow	1	1.61545068731773E-07		
Other: Humidfied O2	1	1.61545068731773E-07		
Other: humidfied O2	1	1.61545068731773E-07		
Other: nasal cannula at 0.5 liter	1	1.61545068731773E-07		
Other: uni neb in progress	1	1.61545068731773E-07		
Other: non rebreather at 10 Liters	1	1.61545068731773E-07		
Other: face tent with cold mist	1	1.61545068731773E-07		
Other: ambu bag attached to ETT with no breaths given per brain death test protocol.	1	1.61545068731773E-07		
Other: nasal cannula'	1	1.61545068731773E-07		
Other: NONREBREATHER	1	1.61545068731773E-07		
Other: 2.5 L N/C, NP and oral suctioning	1	1.61545068731773E-07		
Other: continuing to hold facial CPAP with the ambu bag	1	1.61545068731773E-07		
Other: n.c. 2 liter	1	1.61545068731773E-07		
Other: CPAP via ambubag mask	1	1.61545068731773E-07		
Other: 3% saline Neb	1	1.61545068731773E-07		
Other: Non rebreather during procedure	1	1.61545068731773E-07		
Other: Sip N Puff	1	1.61545068731773E-07		
Other: humdified O2	1	1.61545068731773E-07		
Other: Ventilator: HIFI	1	1.61545068731773E-07		
Other: mist only	1	1.61545068731773E-07		
Other: BB double barrel	1	1.61545068731773E-07		
Other: NC via portable tank for transport	1	1.61545068731773E-07		
Other: neb in progres	1	1.61545068731773E-07		
Other: hand bag placed near mouth	1	1.61545068731773E-07		
Other: 2 L N/C	1	1.61545068731773E-07		
Other: bag mask CPAP	1	1.61545068731773E-07		
Other: Regular nasal canula a 4 lpm	1	1.61545068731773E-07		
Other: home heated humidified system	1	1.61545068731773E-07		
Other: Nasal Canula at 4L	1	1.61545068731773E-07		
Other: douyble-barrel, set up by RT	1	1.61545068731773E-07		
Other: sip and blow machine	1	1.61545068731773E-07		
Other: MPV-Sip & Puff	1	1.61545068731773E-07		
Other: HIFLOW	1	1.61545068731773E-07		
Other: hme in place	1	1.61545068731773E-07		
Other: 2 hr trial on trach collar	1	1.61545068731773E-07		
Other: nebulizer to face	1	1.61545068731773E-07		
Other: HME 1.5 Liter flow	1	1.61545068731773E-07		
Other: HME 1.5 Liter	1	1.61545068731773E-07		
Other: transitioning to oscilator	1	1.61545068731773E-07		
Other: back on HiFi	1	1.61545068731773E-07		
Other: RT holding CPAP with anesthesia bag	1	1.61545068731773E-07		
Other: Nebs with vest Tx	1	1.61545068731773E-07		
Other: speak vavle	1	1.61545068731773E-07		
Other: bubble cpap.	1	1.61545068731773E-07		
Other: nasal cannula @ 1 liter	1	1.61545068731773E-07		
Other: Trach guard	1	1.61545068731773E-07		
Other: Speaking valve in place for short intervals - tolerated well, trach collar in between	1	1.61545068731773E-07		
Other: HMEeeeeeeeeeeeeeeeeeeeeeeeeeeeee	1	1.61545068731773E-07		
Other: patient being bagged by RT	1	1.61545068731773E-07		
Other: 10L  Simple Mask	1	1.61545068731773E-07		
Other: re-breather mask	1	1.61545068731773E-07		
Other: nIPPV	1	1.61545068731773E-07		
Other: nippc	1	1.61545068731773E-07		
Other: positive pressure mask ventilation	1	1.61545068731773E-07		
Other: off mask for mouth care ambu used dropped to 60% facial cpap applied with good response sat up with in 30 seconds	1	1.61545068731773E-07		
Other: albuterol neb treatment at 5L	1	1.61545068731773E-07		
Other: Heliox cont albuterol by mask	1	1.61545068731773E-07		
Other: humidivent with 3L Oxygen flow for walk around unit	1	1.61545068731773E-07		
Other: administering nebulizer	1	1.61545068731773E-07		
Other: FNP nasal prongs	1	1.61545068731773E-07		
Other: trach hme	1	1.61545068731773E-07		
Other: HME with cannula	1	1.61545068731773E-07		
Other: nasal cannula set up with blender @ 2L/min.	1	1.61545068731773E-07		
Other: pari mask 02 via neb	1	1.61545068731773E-07		
Other: bubble cpap of 10	1	1.61545068731773E-07		
Other: simple mask 6 liters	1	1.61545068731773E-07		
Other: nasal cannula oximizer	1	1.61545068731773E-07		
Other: Speaking valive	1	1.61545068731773E-07		
Other: nrn	1	1.61545068731773E-07		
Other: Continuous Neb stopped	1	1.61545068731773E-07		
Other: .25L low flow meter	1	1.61545068731773E-07		
Other: 100cc via Nasal Cannula	1	1.61545068731773E-07		
High-flow nasal cannula, Other	1	1.61545068731773E-07		
Other: 1/2 L N/C	1	1.61545068731773E-07		
Other: pt baggen	1	1.61545068731773E-07		
Other: 50% Blow by and 2L NC	1	1.61545068731773E-07		
Other: meropenem neb	1	1.61545068731773E-07		
Other: double barrel, blow by	1	1.61545068731773E-07		
High-flow nasal cannula, Other: Low flow nasal cannula	1	1.61545068731773E-07		
Other: Face mask occasionaly req BVM	1	1.61545068731773E-07		
Other: NC, Blow by	1	1.61545068731773E-07		
Other: 0.5 Nasal Cannula	1	1.61545068731773E-07		
Other: o.5 l nc	1	1.61545068731773E-07		
Other: 1 liter nc blow by	1	1.61545068731773E-07		
Other: 2liter oc	1	1.61545068731773E-07		
Other: 1L nasal canula	1	1.61545068731773E-07		
Other: 2L Nasal Cannula	1	1.61545068731773E-07		
Other: 2L  nasal cannula	1	1.61545068731773E-07		
Other: 2L Nasal cannula	1	1.61545068731773E-07		
Other: Double-barrel, high-flow face tent	1	1.61545068731773E-07		
Other: Dobule barrell 50% face mask	1	1.61545068731773E-07		
Other: Double-barrel O2 cube	1	1.61545068731773E-07		
Other: 1l	1	1.61545068731773E-07		
Other: NC 5L	1	1.61545068731773E-07		
Other: 100% Blow By	1	1.61545068731773E-07		
Other: 1liter nasal cannula	1	1.61545068731773E-07		
Other: 3L oxygen by nasal cannula	1	1.61545068731773E-07		
Other: 3.5 L NC	1	1.61545068731773E-07		
Other: nasal canula 1.5 l	1	1.61545068731773E-07		
Other: 2 liters O2 nc	1	1.61545068731773E-07		
Other: 100%  face mask	1	1.61545068731773E-07		
Other: SHOVEL	1	1.61545068731773E-07		
Other: with combivent neb treatment	1	1.61545068731773E-07		
Other: double-barrel, high flow face tent	1	1.61545068731773E-07		
Other: pt being started on cpap	1	1.61545068731773E-07		
Other: 2lnc	1	1.61545068731773E-07		
Other: albuterol neb infusing	1	1.61545068731773E-07		
Other: low flow nasal cannular	1	1.61545068731773E-07		
Other: BVM ETT	1	1.61545068731773E-07		
Other: non-invasive ventilation	1	1.61545068731773E-07		
Other: nasal canullae	1	1.61545068731773E-07		
Other: cont. alb via trach collar	1	1.61545068731773E-07		
Other: SFM	1	1.61545068731773E-07		
Other: Face bagging	1	1.61545068731773E-07		
Other: trach-bag	1	1.61545068731773E-07		
Other: double barrel via face tent	1	1.61545068731773E-07		
Other: facial cpapX10 min	1	1.61545068731773E-07		
Other: 2 L	1	1.61545068731773E-07		
Other: 4liter on end tidal NC	1	1.61545068731773E-07		
Other: Humidified O2BB	1	1.61545068731773E-07		
Other: bag-mask valve venilation	1	1.61545068731773E-07		
Other: via funnel at 10 L	1	1.61545068731773E-07		
Other: Pt could not tol. a Pi if 15, but could tol. 12.	1	1.61545068731773E-07		
Other: Racepi Nebulizer Treatment	1	1.61545068731773E-07		
Other: Funnel at 100	1	1.61545068731773E-07		
Other: 28%humidifed mist blow by	1	1.61545068731773E-07		
Other: Humidified BB02	1	1.61545068731773E-07		
Other: low-flow NC	1	1.61545068731773E-07		
Other: down to 1 L to keep O2 > 90 % per MD	1	1.61545068731773E-07		
Other: trachnose	1	1.61545068731773E-07		
Other: ca holding at face blow-by face tent	1	1.61545068731773E-07		
Other: simmple mask	1	1.61545068731773E-07		
Other: positive pressure, anesth. at bedside	1	1.61545068731773E-07		
Other: nasal canula @1/8/L	1	1.61545068731773E-07		
Other: positive pressure oxygention	1	1.61545068731773E-07		
Other: mist tent at 40%	1	1.61545068731773E-07		
Other: ptfacemask	1	1.61545068731773E-07		
Other: nebulizer (40% O2)	1	1.61545068731773E-07		
Other: ett 3.5	1	1.61545068731773E-07		
Other: 2 L nasal cannula	1	1.61545068731773E-07		
Other: back on pts face	1	1.61545068731773E-07		
Other: alb neb tx	1	1.61545068731773E-07		
Other: nebulzier	1	1.61545068731773E-07		
Other: positive pressure bagging, anesthesia to bedside sats increase immediatly	1	1.61545068731773E-07		
Other: TCOMM 52 ON TRACH COLLAR	1	1.61545068731773E-07		
Other: bag mask positive prsseure ventilation	1	1.61545068731773E-07		
Other: neb txtmnt	1	1.61545068731773E-07		
Other: nesal canula	1	1.61545068731773E-07		
Other: CUBE	1	1.61545068731773E-07		
Other: 9L mask	1	1.61545068731773E-07		
Other: oral airway and then nasal airway	1	1.61545068731773E-07		
Other: NC & neb	1	1.61545068731773E-07		
Other: non re breather	1	1.61545068731773E-07		
Other: NC 2 LPM	1	1.61545068731773E-07		
Other: Hi-Flo NC	1	1.61545068731773E-07		
Other: HUMIDIFICATION 30%	1	1.61545068731773E-07		
Other: hand-bagging	1	1.61545068731773E-07		
Other: nose.	1	1.61545068731773E-07		
Other: Nasal Canula 2l	1	1.61545068731773E-07		
Other: nc at 1L	1	1.61545068731773E-07		
Other: simple mask with humidified o2	1	1.61545068731773E-07		
Other: albuterol r/x	1	1.61545068731773E-07		
Other: single-barrel, high-flow high-FiO2 aerosol mask	1	1.61545068731773E-07		
Other: NC= 3 L/M.	1	1.61545068731773E-07		
Other: hi flo n/c and nonrebreather	1	1.61545068731773E-07		
Other: non-breather	1	1.61545068731773E-07		
Other: dpuble barrel face tent	1	1.61545068731773E-07		
Other: highflow oxygen via NC	1	1.61545068731773E-07		
Other: cool mist for comfort	1	1.61545068731773E-07		
Other: room air challenge	1	1.61545068731773E-07		
Other: back on HFOV	1	1.61545068731773E-07		
Other: face tent double barrel	1	1.61545068731773E-07		
Other: albuteral	1	1.61545068731773E-07		
Other: HME, parent present and holding child	1	1.61545068731773E-07		
Other: humidifed air	1	1.61545068731773E-07		
Other: humidified  o2	1	1.61545068731773E-07		
Other: HGOV	1	1.61545068731773E-07		
Other: changed to infant nasal cannula for transfer to OR at 4 L per respiratory.	1	1.61545068731773E-07		
Other: LF NC	1	1.61545068731773E-07		
Other: Pt home bipap	1	1.61545068731773E-07		
Other: HME  with 2 liters O2.	1	1.61545068731773E-07		
Other: double barrll High flow FIO@ aerosol mask	1	1.61545068731773E-07		
Other: Bag  mask - blow by	1	1.61545068731773E-07		
Other: 2l nasal	1	1.61545068731773E-07		
Other: Passe Muir valve	1	1.61545068731773E-07		
Other: bbo2 mIST	1	1.61545068731773E-07		
Other: face make held to face. Dr. Burch again to bedside.	1	1.61545068731773E-07		
Other: < 40% 02	1	1.61545068731773E-07		
Other: BBO2 zmist	1	1.61545068731773E-07		
Other: humidified room air trach collar	1	1.61545068731773E-07		
Other: Continuous	1	1.61545068731773E-07		
Other: continuous with heliox	1	1.61545068731773E-07		
Other: speaking valve and TC	1	1.61545068731773E-07		
Other: double barrrel trach collar	1	1.61545068731773E-07		
Other: Double Barrel Trach collar	1	1.61545068731773E-07		
Other: Speaking valve with 1/2 liter O2	1	1.61545068731773E-07		
Other: NS bullet mist via aerosal mask to help pt clear lungs	1	1.61545068731773E-07		
Other: humidified o2 v35&	1	1.61545068731773E-07		
Other: mask 5 liters	1	1.61545068731773E-07		
Other: BiPAP 18/11	1	1.61545068731773E-07		
Other: pasy muir	1	1.61545068731773E-07		
Other: BBo2	1	1.61545068731773E-07		
Other: mouth piece c albuterol	1	1.61545068731773E-07		
Other: mouth piece with combivent	1	1.61545068731773E-07		
Other: nc 0.5 liters	1	1.61545068731773E-07		
Other: nc, O2 turned up to 1liter	1	1.61545068731773E-07		
Other: cool mist blow by 40 percent	1	1.61545068731773E-07		
Other: hand bagging via ventilator with isoflurane	1	1.61545068731773E-07		
Other: neb with air	1	1.61545068731773E-07		
Other: Hand bag on isoflurane with ventilator	1	1.61545068731773E-07		
Other: oral airway in place with simple mask	1	1.61545068731773E-07		
Other: handbag mask required	1	1.61545068731773E-07		
Other: neb at 5l	1	1.61545068731773E-07		
Other: nasal cannule	1	1.61545068731773E-07		
Other: 2.5 l	1	1.61545068731773E-07		
Other: Cont alb via mouthpiece	1	1.61545068731773E-07		
Other: a-bag at face.	1	1.61545068731773E-07		
Other: cool mist blow b	1	1.61545068731773E-07		
Other: Nebulizer w/ CPT	1	1.61545068731773E-07		
Other: Nasal Cannula and Blow-By	1	1.61545068731773E-07		
Other: Shiley valve	1	1.61545068731773E-07		
Other: hme'	1	1.61545068731773E-07		
Other: intubated via ETT.	1	1.61545068731773E-07		
Other: valve for trach piece	1	1.61545068731773E-07		
Other: Nasal canula via entidal	1	1.61545068731773E-07		
Other: funne;	1	1.61545068731773E-07		
Other: Bubble CPAP cia RAM	1	1.61545068731773E-07		
Other: 50% FM, increased to DB 50%, sats slowly increasd to 91,	1	1.61545068731773E-07		
Other: switched back over to BiPap	1	1.61545068731773E-07		
Other: np tube in right nare	1	1.61545068731773E-07		
Other: blow by by hand bag mask-	1	1.61545068731773E-07		
Other: albuterol given	1	1.61545068731773E-07		
Other: Mixed with NO	1	1.61545068731773E-07		
Other: 2 L Nasal Cannula	1	1.61545068731773E-07		
Other: neb complete	1	1.61545068731773E-07		
Other: sip and puff  vent	1	1.61545068731773E-07		
Other: Sip&Puff vent	1	1.61545068731773E-07		
Other: Facemask with CPT/SXN	1	1.61545068731773E-07		
Other: medi-neb	1	1.61545068731773E-07		
Other: face mask 10 liter	1	1.61545068731773E-07		
Other: pt. disconected from blow-by O2 while in activity room. O2-prior to discontinue was 100%	1	1.61545068731773E-07		
Other: Blow by mask	1	1.61545068731773E-07		
Other: Passe muir	1	1.61545068731773E-07		
Other: anethesia bag to face, no breaths given	1	1.61545068731773E-07		
Other: low flow nasal	1	1.61545068731773E-07		
Other: BUBBLE CPAP	1	1.61545068731773E-07		
Other: trach meds	1	1.61545068731773E-07		
Other: scopp mask	1	1.61545068731773E-07		
Other: seaking valve	1	1.61545068731773E-07		
Other: Face Mask 35%	1	1.61545068731773E-07		
Other: simple mask with heliox	1	1.61545068731773E-07		
Other: veti mask	1	1.61545068731773E-07		
Other: racemic epi being delievered	1	1.61545068731773E-07		
Other: Continious albuterol neb	1	1.61545068731773E-07		
Other: cap over tracheostomy.	1	1.61545068731773E-07		
Other: face mask per pt's request	1	1.61545068731773E-07		
Other: 3.5L nasal cannula	1	1.61545068731773E-07		
Other: 3L Nasal cannula	1	1.61545068731773E-07		
Other: getting Nebulizer	1	1.61545068731773E-07		
Other: 58	1	1.61545068731773E-07		
Other: AMBU for positive pressure breaths	1	1.61545068731773E-07		
Other: nasal cannula  1 liter 02	1	1.61545068731773E-07		
Other: nC 3 l	1	1.61545068731773E-07		
Other: RA while sxning	1	1.61545068731773E-07		
Other: cool mist BB 28% O2	1	1.61545068731773E-07		
Other: Heliox started	1	1.61545068731773E-07		
Other: nasala cannula	1	1.61545068731773E-07		
Other: albuterol via face mask	1	1.61545068731773E-07		
Other: continous with heliox	1	1.61545068731773E-07		
Other: humidifed trach collar	1	1.61545068731773E-07		
Other: humidifed tach collar	1	1.61545068731773E-07		
Other: double barrell 02 mist with face mask	1	1.61545068731773E-07		
Other: double barrel 02 mist by face mask	1	1.61545068731773E-07		
Other: Cont. albuterol	1	1.61545068731773E-07		
Other: pediatric simple mask	1	1.61545068731773E-07		
Other: respiratory paged for double barrel set up	1	1.61545068731773E-07		
Other: Heliox +Conts Albuterol	1	1.61545068731773E-07		
Other: humidifed O2 applied	1	1.61545068731773E-07		
Other: simple mak	1	1.61545068731773E-07		
Other: HME with oxygen adapter	1	1.61545068731773E-07		
Other: 40% mask	1	1.61545068731773E-07		
Other: Venti mask	1	1.61545068731773E-07		
Other: nasal cannula/2 L	1	1.61545068731773E-07		
Other: Cool mist via face tent	1	1.61545068731773E-07		
Other: recemic epi. nebulizer	1	1.61545068731773E-07		
Other: speaking valve with 1/4L 02	1	1.61545068731773E-07		
Other: nasal airway in place	1	1.61545068731773E-07		
Other: NRBM AT 10 LPM	1	1.61545068731773E-07		
Other: artificial nose with O2 attached.	1	1.61545068731773E-07		
Other: Nasal cannula  2L	1	1.61545068731773E-07		
Other: aerosol mast	1	1.61545068731773E-07		
Other: NEBS in line	1	1.61545068731773E-07		
Other: double-barrel face tent	1	1.61545068731773E-07		
Other: ventilator- nasal cpap	1	1.61545068731773E-07		
Other: PCV/RAM	1	1.61545068731773E-07		
Other: Speaking valve in place.	1	1.61545068731773E-07		
Other: Cont neb	1	1.61545068731773E-07		
Other: speakimg valve	1	1.61545068731773E-07		
Other: passi valve	1	1.61545068731773E-07		
Other: passimuir valvle	1	1.61545068731773E-07		
Other: end tidal co2	1	1.61545068731773E-07		
Other: Neb infusing at this time	1	1.61545068731773E-07		
Other: abag held near face	1	1.61545068731773E-07		
Other: HFOV started	1	1.61545068731773E-07		
Other: HUMIDIFIED	1	1.61545068731773E-07		
Other: Nasal biPAP	1	1.61545068731773E-07		
Other: Nasal BiPAP	1	1.61545068731773E-07		
Other: simple mask over oa	1	1.61545068731773E-07		
Other: humidified 02/room air (28%)	1	1.61545068731773E-07		
Other: t-piece and/ hand bag trach	1	1.61545068731773E-07		
Other: nasal cannula, 1.5L	1	1.61545068731773E-07		
Other: HME/RA	1	1.61545068731773E-07		
Other: Other: Biphasic Cuirass Ventilation	1	1.61545068731773E-07		
Other: 1 litre nasal canula	1	1.61545068731773E-07		
Other: HME to RA	1	1.61545068731773E-07		
Other: continuous normal saline	1	1.61545068731773E-07		
Other: huidified O2	1	1.61545068731773E-07		
Other: humdified o2	1	1.61545068731773E-07		
Other: capnography nasal cannula	1	1.61545068731773E-07		
Other: Trilogy sip and puff	1	1.61545068731773E-07		
Other: adjusting ventilator.	1	1.61545068731773E-07		
Other: cap on	1	1.61545068731773E-07		
Other: off oxygen for 14 minutes oxygen sat drops to 93% with snoring placed back on oxygen	1	1.61545068731773E-07		
Other: neb N/c	1	1.61545068731773E-07		
Other: tried nasal cannula  -	1	1.61545068731773E-07		
Other: humidified O2 scoop	1	1.61545068731773E-07		
Other: needing airway assistance intermittently	1	1.61545068731773E-07		
Other: neb being given at this time	1	1.61545068731773E-07		
Other: unineb treatment	1	1.61545068731773E-07		
Other: humidified O@ via blowby	1	1.61545068731773E-07		
Other: HIFI.	1	1.61545068731773E-07		
Other: medaneb	1	1.61545068731773E-07		
Other: Other: double barrel O2 face mask	1	1.61545068731773E-07		
Other: Atrovent NEB	1	1.61545068731773E-07		
Other: Atrovent neb still	1	1.61545068731773E-07		
Other: Trach collar.  Room air aersol.	1	1.61545068731773E-07		
Other: cpap overnight	1	1.61545068731773E-07		
Other: humdified blow-by for comfort	1	1.61545068731773E-07		
Other: speaking valve w/oxygen port	1	1.61545068731773E-07		
Other: ventilator  & rotoflow circuit	1	1.61545068731773E-07		
Other: Nasal canula 2 L	1	1.61545068731773E-07		
Other: speaking valve 3L	1	1.61545068731773E-07		
Other: heliox with continuous alb	1	1.61545068731773E-07		
Other: intermittent blow-by	1	1.61545068731773E-07		
Other: : heliox	1	1.61545068731773E-07		
Other: smiple mask	1	1.61545068731773E-07		
Other: HME placed	1	1.61545068731773E-07		
Other: facemask, and supplemental	1	1.61545068731773E-07		
Other: 5 liter via nc and 15lpm via NRB	1	1.61545068731773E-07		
Other: Heliox 50%	1	1.61545068731773E-07		
Other: nasal cannula 2L in addition to face mask	1	1.61545068731773E-07		
Other: nasal cannula 2 L in addition to face mask	1	1.61545068731773E-07		
Other: None, HME	1	1.61545068731773E-07		
Other: Recieving Nebulizer by RN	1	1.61545068731773E-07		
Other: non breather	1	1.61545068731773E-07		
Other: Nasal cannular 3L and blow by in addition while sleeping	1	1.61545068731773E-07		
Other: CPAP via Abag	1	1.61545068731773E-07		
Other: sodium chloride	1	1.61545068731773E-07		
Other: AMBU	1	1.61545068731773E-07		
Other: neb treatment, awaiting continuous albuterol	1	1.61545068731773E-07		
Other: passy meuir valve	1	1.61545068731773E-07		
Other: Passy meuir valve	1	1.61545068731773E-07		
Other: Pt getting albuterol neb, tolerating.	1	1.61545068731773E-07		
Other: bib rebreather	1	1.61545068731773E-07		
Other: face mask and jaw thrust	1	1.61545068731773E-07		
Other: face mask, nasal trumpet, chin lift	1	1.61545068731773E-07		
Other: hme connected to trach	1	1.61545068731773E-07		
Other: HME with nose	1	1.61545068731773E-07		
Other: Blow by Double barell 70% FIO2	1	1.61545068731773E-07		
Other: HME with O2 piggybacked in	1	1.61545068731773E-07		
Other: scoop mask, humidified o2	1	1.61545068731773E-07		
Other: HME, New one applied	1	1.61545068731773E-07		
Other: Passey Muir 2 L02.\	1	1.61545068731773E-07		
Other: HFOV with iNO	1	1.61545068731773E-07		
Other: blow by post extubation	1	1.61545068731773E-07		
Other: 3lNP and blowby	1	1.61545068731773E-07		
Other: BVM ventilation	1	1.61545068731773E-07		
Other: Sip and Puff through Trilogy	1	1.61545068731773E-07		
Other: Epi increased	1	1.61545068731773E-07		
Other: HHOV	1	1.61545068731773E-07		
Other: Phillips Respironics Trilogy 200	1	1.61545068731773E-07		
